Year,Race,Driver,Constructor,Position,Points
2020,British Grand Prix,Norris,McLaren,5,10.0
2020,British Grand Prix,Ocon,Renault,6,8.0
2020,British Grand Prix,Gasly,AlphaTauri,7,6.0
2020,British Grand Prix,Albon,Red Bull,8,4.0
2020,British Grand Prix,Stroll,Racing Point,9,2.0
2020,British Grand Prix,Vettel,Ferrari,10,1.0
2020,British Grand Prix,Bottas,Mercedes,11,0.0
2020,British Grand Prix,Russell,Williams,12,0.0
2020,British Grand Prix,Sainz,McLaren,13,0.0
2020,British Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2020,British Grand Prix,Latifi,Williams,15,0.0
2020,British Grand Prix,Grosjean,Haas F1 Team,16,0.0
2020,British Grand Prix,Räikkönen,Alfa Romeo,17,0.0
2020,British Grand Prix,Kvyat,AlphaTauri,18,0.0
2020,British Grand Prix,Magnussen,Haas F1 Team,19,0.0
2020,British Grand Prix,Hülkenberg,Racing Point,20,0.0
2020,Eifel Grand Prix,Hamilton,Mercedes,1,25.0
2020,Eifel Grand Prix,Verstappen,Red Bull,2,19.0
2020,Eifel Grand Prix,Ricciardo,Renault,3,15.0
2020,Eifel Grand Prix,Pérez,Racing Point,4,12.0
2020,Eifel Grand Prix,Sainz,McLaren,5,10.0
2020,Eifel Grand Prix,Gasly,AlphaTauri,6,8.0
2020,Eifel Grand Prix,Leclerc,Ferrari,7,6.0
2020,Eifel Grand Prix,Hülkenberg,Racing Point,8,4.0
2020,Eifel Grand Prix,Grosjean,Haas F1 Team,9,2.0
2020,Eifel Grand Prix,Giovinazzi,Alfa Romeo,10,1.0
2020,Eifel Grand Prix,Vettel,Ferrari,11,0.0
2020,Eifel Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2020,Eifel Grand Prix,Magnussen,Haas F1 Team,13,0.0
2020,Eifel Grand Prix,Latifi,Williams,14,0.0
2020,Eifel Grand Prix,Kvyat,AlphaTauri,15,0.0
2020,Eifel Grand Prix,Norris,McLaren,16,0.0
2020,Eifel Grand Prix,Albon,Red Bull,17,0.0
2020,Eifel Grand Prix,Ocon,Renault,18,0.0
2020,Eifel Grand Prix,Bottas,Mercedes,19,0.0
2020,Eifel Grand Prix,Russell,Williams,20,0.0
2020,Emilia Romagna Grand Prix,Hamilton,Mercedes,1,26.0
2020,Emilia Romagna Grand Prix,Bottas,Mercedes,2,18.0
2020,Emilia Romagna Grand Prix,Ricciardo,Renault,3,15.0
2020,Emilia Romagna Grand Prix,Kvyat,AlphaTauri,4,12.0
2020,Emilia Romagna Grand Prix,Leclerc,Ferrari,5,10.0
2020,Emilia Romagna Grand Prix,Pérez,Racing Point,6,8.0
2020,Emilia Romagna Grand Prix,Sainz,McLaren,7,6.0
2020,Emilia Romagna Grand Prix,Norris,McLaren,8,4.0
2020,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,9,2.0
2020,Emilia Romagna Grand Prix,Giovinazzi,Alfa Romeo,10,1.0
2020,Emilia Romagna Grand Prix,Latifi,Williams,11,0.0
2020,Emilia Romagna Grand Prix,Vettel,Ferrari,12,0.0
2020,Emilia Romagna Grand Prix,Stroll,Racing Point,13,0.0
2020,Emilia Romagna Grand Prix,Grosjean,Haas F1 Team,14,0.0
2020,Emilia Romagna Grand Prix,Albon,Red Bull,15,0.0
2020,Emilia Romagna Grand Prix,Russell,Williams,16,0.0
2020,Emilia Romagna Grand Prix,Verstappen,Red Bull,17,0.0
2020,Emilia Romagna Grand Prix,Magnussen,Haas F1 Team,18,0.0
2020,Emilia Romagna Grand Prix,Ocon,Renault,19,0.0
2020,Emilia Romagna Grand Prix,Gasly,AlphaTauri,20,0.0
2020,Hungarian Grand Prix,Hamilton,Mercedes,1,26.0
2020,Hungarian Grand Prix,Verstappen,Red Bull,2,18.0
2020,Hungarian Grand Prix,Bottas,Mercedes,3,15.0
2020,Hungarian Grand Prix,Stroll,Racing Point,4,12.0
2020,Hungarian Grand Prix,Albon,Red Bull,5,10.0
2020,Hungarian Grand Prix,Vettel,Ferrari,6,8.0
2020,Hungarian Grand Prix,Pérez,Racing Point,7,6.0
2020,Hungarian Grand Prix,Ricciardo,Renault,8,4.0
2020,Hungarian Grand Prix,Sainz,McLaren,9,2.0
2020,Hungarian Grand Prix,Magnussen,Haas F1 Team,10,1.0
2020,Hungarian Grand Prix,Leclerc,Ferrari,11,0.0
2020,Hungarian Grand Prix,Kvyat,AlphaTauri,12,0.0
2020,Hungarian Grand Prix,Norris,McLaren,13,0.0
2020,Hungarian Grand Prix,Ocon,Renault,14,0.0
2020,Hungarian Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2020,Hungarian Grand Prix,Grosjean,Haas F1 Team,16,0.0
2020,Hungarian Grand Prix,Giovinazzi,Alfa Romeo,17,0.0
2020,Hungarian Grand Prix,Russell,Williams,18,0.0
2020,Hungarian Grand Prix,Latifi,Williams,19,0.0
2020,Hungarian Grand Prix,Gasly,AlphaTauri,20,0.0
2020,Italian Grand Prix,Gasly,AlphaTauri,1,25.0
2020,Italian Grand Prix,Sainz,McLaren,2,18.0
2020,Italian Grand Prix,Stroll,Racing Point,3,15.0
2020,Italian Grand Prix,Norris,McLaren,4,12.0
2020,Italian Grand Prix,Bottas,Mercedes,5,10.0
2020,Italian Grand Prix,Ricciardo,Renault,6,8.0
2020,Italian Grand Prix,Hamilton,Mercedes,7,7.0
2020,Italian Grand Prix,Ocon,Renault,8,4.0
2020,Italian Grand Prix,Kvyat,AlphaTauri,9,2.0
2020,Italian Grand Prix,Pérez,Racing Point,10,1.0
2020,Italian Grand Prix,Latifi,Williams,11,0.0
2020,Italian Grand Prix,Grosjean,Haas F1 Team,12,0.0
2020,Italian Grand Prix,Räikkönen,Alfa Romeo,13,0.0
2020,Italian Grand Prix,Russell,Williams,14,0.0
2020,Italian Grand Prix,Albon,Red Bull,15,0.0
2020,Italian Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2020,Italian Grand Prix,Verstappen,Red Bull,17,0.0
2020,Italian Grand Prix,Leclerc,Ferrari,18,0.0
2020,Italian Grand Prix,Magnussen,Haas F1 Team,19,0.0
2020,Italian Grand Prix,Vettel,Ferrari,20,0.0
2020,Portuguese Grand Prix,Hamilton,Mercedes,1,26.0
2020,Portuguese Grand Prix,Bottas,Mercedes,2,18.0
2020,Portuguese Grand Prix,Verstappen,Red Bull,3,15.0
2020,Portuguese Grand Prix,Leclerc,Ferrari,4,12.0
2020,Portuguese Grand Prix,Gasly,AlphaTauri,5,10.0
2020,Portuguese Grand Prix,Sainz,McLaren,6,8.0
2020,Portuguese Grand Prix,Pérez,Racing Point,7,6.0
2020,Portuguese Grand Prix,Ocon,Renault,8,4.0
2020,Portuguese Grand Prix,Ricciardo,Renault,9,2.0
2020,Portuguese Grand Prix,Vettel,Ferrari,10,1.0
2020,Portuguese Grand Prix,Räikkönen,Alfa Romeo,11,0.0
2020,Portuguese Grand Prix,Albon,Red Bull,12,0.0
2020,Portuguese Grand Prix,Norris,McLaren,13,0.0
2020,Portuguese Grand Prix,Russell,Williams,14,0.0
2020,Portuguese Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2020,Portuguese Grand Prix,Magnussen,Haas F1 Team,16,0.0
2020,Portuguese Grand Prix,Grosjean,Haas F1 Team,17,0.0
2020,Portuguese Grand Prix,Latifi,Williams,18,0.0
2020,Portuguese Grand Prix,Kvyat,AlphaTauri,19,0.0
2020,Portuguese Grand Prix,Stroll,Racing Point,20,0.0
2020,Russian Grand Prix,Bottas,Mercedes,1,26.0
2020,Russian Grand Prix,Verstappen,Red Bull,2,18.0
2020,Russian Grand Prix,Hamilton,Mercedes,3,15.0
2020,Russian Grand Prix,Pérez,Racing Point,4,12.0
2020,Russian Grand Prix,Ricciardo,Renault,5,10.0
2020,Russian Grand Prix,Leclerc,Ferrari,6,8.0
2020,Russian Grand Prix,Ocon,Renault,7,6.0
2020,Russian Grand Prix,Kvyat,AlphaTauri,8,4.0
2020,Russian Grand Prix,Gasly,AlphaTauri,9,2.0
2020,Russian Grand Prix,Albon,Red Bull,10,1.0
2020,Russian Grand Prix,Giovinazzi,Alfa Romeo,11,0.0
2020,Russian Grand Prix,Magnussen,Haas F1 Team,12,0.0
2020,Russian Grand Prix,Vettel,Ferrari,13,0.0
2020,Russian Grand Prix,Räikkönen,Alfa Romeo,14,0.0
2020,Russian Grand Prix,Norris,McLaren,15,0.0
2020,Russian Grand Prix,Latifi,Williams,16,0.0
2020,Russian Grand Prix,Grosjean,Haas F1 Team,17,0.0
2020,Russian Grand Prix,Russell,Williams,18,0.0
2020,Russian Grand Prix,Sainz,McLaren,19,0.0
2020,Russian Grand Prix,Stroll,Racing Point,20,0.0
2020,Sakhir Grand Prix,Pérez,Racing Point,1,25.0
2020,Sakhir Grand Prix,Ocon,Renault,2,18.0
2020,Sakhir Grand Prix,Stroll,Racing Point,3,15.0
2020,Sakhir Grand Prix,Sainz,McLaren,4,12.0
2020,Sakhir Grand Prix,Ricciardo,Renault,5,10.0
2020,Sakhir Grand Prix,Albon,Red Bull,6,8.0
2020,Sakhir Grand Prix,Kvyat,AlphaTauri,7,6.0
2020,Sakhir Grand Prix,Bottas,Mercedes,8,4.0
2020,Sakhir Grand Prix,Russell,Mercedes,9,3.0
2020,Sakhir Grand Prix,Norris,McLaren,10,1.0
2020,Sakhir Grand Prix,Gasly,AlphaTauri,11,0.0
2020,Sakhir Grand Prix,Vettel,Ferrari,12,0.0
2020,Sakhir Grand Prix,Giovinazzi,Alfa Romeo,13,0.0
2020,Sakhir Grand Prix,Räikkönen,Alfa Romeo,14,0.0
2020,Sakhir Grand Prix,Magnussen,Haas F1 Team,15,0.0
2020,Sakhir Grand Prix,Aitken,Williams,16,0.0
2020,Sakhir Grand Prix,Fittipaldi,Haas F1 Team,17,0.0
2020,Sakhir Grand Prix,Latifi,Williams,18,0.0
2020,Sakhir Grand Prix,Verstappen,Red Bull,19,0.0
2020,Sakhir Grand Prix,Leclerc,Ferrari,20,0.0
2020,Spanish Grand Prix,Hamilton,Mercedes,1,25.0
2020,Spanish Grand Prix,Verstappen,Red Bull,2,18.0
2020,Spanish Grand Prix,Bottas,Mercedes,3,16.0
2020,Spanish Grand Prix,Stroll,Racing Point,4,12.0
2020,Spanish Grand Prix,Pérez,Racing Point,5,10.0
2020,Spanish Grand Prix,Sainz,McLaren,6,8.0
2020,Spanish Grand Prix,Vettel,Ferrari,7,6.0
2020,Spanish Grand Prix,Albon,Red Bull,8,4.0
2020,Spanish Grand Prix,Gasly,AlphaTauri,9,2.0
2020,Spanish Grand Prix,Norris,McLaren,10,1.0
2020,Spanish Grand Prix,Ricciardo,Renault,11,0.0
2020,Spanish Grand Prix,Kvyat,AlphaTauri,12,0.0
2020,Spanish Grand Prix,Ocon,Renault,13,0.0
2020,Spanish Grand Prix,Räikkönen,Alfa Romeo,14,0.0
2020,Spanish Grand Prix,Magnussen,Haas F1 Team,15,0.0
2020,Spanish Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2020,Spanish Grand Prix,Russell,Williams,17,0.0
2020,Spanish Grand Prix,Latifi,Williams,18,0.0
2020,Spanish Grand Prix,Grosjean,Haas F1 Team,19,0.0
2020,Spanish Grand Prix,Leclerc,Ferrari,20,0.0
2020,Styrian Grand Prix,Hamilton,Mercedes,1,25.0
2020,Styrian Grand Prix,Bottas,Mercedes,2,18.0
2020,Styrian Grand Prix,Verstappen,Red Bull,3,15.0
2020,Styrian Grand Prix,Albon,Red Bull,4,12.0
2020,Styrian Grand Prix,Norris,McLaren,5,10.0
2020,Styrian Grand Prix,Pérez,Racing Point,6,8.0
2020,Styrian Grand Prix,Stroll,Racing Point,7,6.0
2020,Styrian Grand Prix,Ricciardo,Renault,8,4.0
2020,Styrian Grand Prix,Sainz,McLaren,9,3.0
2020,Styrian Grand Prix,Kvyat,AlphaTauri,10,1.0
2020,Styrian Grand Prix,Räikkönen,Alfa Romeo,11,0.0
2020,Styrian Grand Prix,Magnussen,Haas F1 Team,12,0.0
2020,Styrian Grand Prix,Grosjean,Haas F1 Team,13,0.0
2020,Styrian Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2020,Styrian Grand Prix,Gasly,AlphaTauri,15,0.0
2020,Styrian Grand Prix,Russell,Williams,16,0.0
2020,Styrian Grand Prix,Latifi,Williams,17,0.0
2020,Styrian Grand Prix,Ocon,Renault,18,0.0
2020,Styrian Grand Prix,Leclerc,Ferrari,19,0.0
2020,Styrian Grand Prix,Vettel,Ferrari,20,0.0
2020,Turkish Grand Prix,Hamilton,Mercedes,1,25.0
2020,Turkish Grand Prix,Pérez,Racing Point,2,18.0
2020,Turkish Grand Prix,Vettel,Ferrari,3,15.0
2020,Turkish Grand Prix,Leclerc,Ferrari,4,12.0
2020,Turkish Grand Prix,Sainz,McLaren,5,10.0
2020,Turkish Grand Prix,Verstappen,Red Bull,6,8.0
2020,Turkish Grand Prix,Albon,Red Bull,7,6.0
2020,Turkish Grand Prix,Norris,McLaren,8,5.0
2020,Turkish Grand Prix,Stroll,Racing Point,9,2.0
2020,Turkish Grand Prix,Ricciardo,Renault,10,1.0
2020,Turkish Grand Prix,Ocon,Renault,11,0.0
2020,Turkish Grand Prix,Kvyat,AlphaTauri,12,0.0
2020,Turkish Grand Prix,Gasly,AlphaTauri,13,0.0
2020,Turkish Grand Prix,Bottas,Mercedes,14,0.0
2020,Turkish Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2020,Turkish Grand Prix,Russell,Williams,16,0.0
2020,Turkish Grand Prix,Magnussen,Haas F1 Team,17,0.0
2020,Turkish Grand Prix,Grosjean,Haas F1 Team,18,0.0
2020,Turkish Grand Prix,Latifi,Williams,19,0.0
2020,Turkish Grand Prix,Giovinazzi,Alfa Romeo,20,0.0
2020,Tuscan Grand Prix,Hamilton,Mercedes,1,26.0
2020,Tuscan Grand Prix,Bottas,Mercedes,2,18.0
2020,Tuscan Grand Prix,Albon,Red Bull,3,15.0
2020,Tuscan Grand Prix,Ricciardo,Renault,4,12.0
2020,Tuscan Grand Prix,Pérez,Racing Point,5,10.0
2020,Tuscan Grand Prix,Norris,McLaren,6,8.0
2020,Tuscan Grand Prix,Kvyat,AlphaTauri,7,6.0
2020,Tuscan Grand Prix,Leclerc,Ferrari,8,4.0
2020,Tuscan Grand Prix,Räikkönen,Alfa Romeo,9,2.0
2020,Tuscan Grand Prix,Vettel,Ferrari,10,1.0
2020,Tuscan Grand Prix,Russell,Williams,11,0.0
2020,Tuscan Grand Prix,Grosjean,Haas F1 Team,12,0.0
2020,Tuscan Grand Prix,Stroll,Racing Point,13,0.0
2020,Tuscan Grand Prix,Ocon,Renault,14,0.0
2020,Tuscan Grand Prix,Latifi,Williams,15,0.0
2020,Tuscan Grand Prix,Magnussen,Haas F1 Team,16,0.0
2020,Tuscan Grand Prix,Giovinazzi,Alfa Romeo,17,0.0
2020,Tuscan Grand Prix,Sainz,McLaren,18,0.0
2020,Tuscan Grand Prix,Verstappen,Red Bull,19,0.0
2020,Tuscan Grand Prix,Gasly,AlphaTauri,20,0.0
2021,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,26.0
2021,Abu Dhabi Grand Prix,Hamilton,Mercedes,2,18.0
2021,Abu Dhabi Grand Prix,Sainz,Ferrari,3,15.0
2021,Abu Dhabi Grand Prix,Tsunoda,AlphaTauri,4,12.0
2021,Abu Dhabi Grand Prix,Gasly,AlphaTauri,5,10.0
2021,Abu Dhabi Grand Prix,Bottas,Mercedes,6,8.0
2021,Abu Dhabi Grand Prix,Norris,McLaren,7,6.0
2021,Abu Dhabi Grand Prix,Alonso,Alpine F1 Team,8,4.0
2021,Abu Dhabi Grand Prix,Ocon,Alpine F1 Team,9,2.0
2021,Abu Dhabi Grand Prix,Leclerc,Ferrari,10,1.0
2021,Abu Dhabi Grand Prix,Vettel,Aston Martin,11,0.0
2021,Abu Dhabi Grand Prix,Ricciardo,McLaren,12,0.0
2021,Abu Dhabi Grand Prix,Stroll,Aston Martin,13,0.0
2021,Abu Dhabi Grand Prix,Schumacher,Haas F1 Team,14,0.0
2021,Abu Dhabi Grand Prix,Pérez,Red Bull,15,0.0
2021,Abu Dhabi Grand Prix,Latifi,Williams,16,0.0
2021,Abu Dhabi Grand Prix,Giovinazzi,Alfa Romeo,17,0.0
2021,Abu Dhabi Grand Prix,Russell,Williams,18,0.0
2021,Abu Dhabi Grand Prix,Räikkönen,Alfa Romeo,19,0.0
2021,Abu Dhabi Grand Prix,Mazepin,Haas F1 Team,20,0.0
2021,Austrian Grand Prix,Verstappen,Red Bull,1,26.0
2021,Austrian Grand Prix,Bottas,Mercedes,2,18.0
2021,Austrian Grand Prix,Norris,McLaren,3,15.0
2021,Austrian Grand Prix,Hamilton,Mercedes,4,12.0
2021,Austrian Grand Prix,Sainz,Ferrari,5,10.0
2021,Austrian Grand Prix,Pérez,Red Bull,6,8.0
2021,Austrian Grand Prix,Ricciardo,McLaren,7,6.0
2021,Austrian Grand Prix,Leclerc,Ferrari,8,4.0
2021,Austrian Grand Prix,Gasly,AlphaTauri,9,2.0
2021,Austrian Grand Prix,Alonso,Alpine F1 Team,10,1.0
2021,Austrian Grand Prix,Russell,Williams,11,0.0
2021,Austrian Grand Prix,Tsunoda,AlphaTauri,12,0.0
2021,Austrian Grand Prix,Stroll,Aston Martin,13,0.0
2021,Austrian Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2021,Austrian Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2021,Austrian Grand Prix,Latifi,Williams,16,0.0
2021,Austrian Grand Prix,Vettel,Aston Martin,17,0.0
2021,Austrian Grand Prix,Schumacher,Haas F1 Team,18,0.0
2021,Austrian Grand Prix,Mazepin,Haas F1 Team,19,0.0
2021,Austrian Grand Prix,Ocon,Alpine F1 Team,20,0.0
2021,Azerbaijan Grand Prix,Pérez,Red Bull,1,25.0
2021,Azerbaijan Grand Prix,Vettel,Aston Martin,2,18.0
2021,Azerbaijan Grand Prix,Gasly,AlphaTauri,3,15.0
2021,Azerbaijan Grand Prix,Leclerc,Ferrari,4,12.0
2021,Azerbaijan Grand Prix,Norris,McLaren,5,10.0
2021,Azerbaijan Grand Prix,Alonso,Alpine F1 Team,6,8.0
2021,Azerbaijan Grand Prix,Tsunoda,AlphaTauri,7,6.0
2021,Azerbaijan Grand Prix,Sainz,Ferrari,8,4.0
2021,Azerbaijan Grand Prix,Ricciardo,McLaren,9,2.0
2021,Azerbaijan Grand Prix,Räikkönen,Alfa Romeo,10,1.0
2021,Azerbaijan Grand Prix,Giovinazzi,Alfa Romeo,11,0.0
2021,Azerbaijan Grand Prix,Bottas,Mercedes,12,0.0
2021,Azerbaijan Grand Prix,Schumacher,Haas F1 Team,13,0.0
2021,Azerbaijan Grand Prix,Mazepin,Haas F1 Team,14,0.0
2021,Azerbaijan Grand Prix,Hamilton,Mercedes,15,0.0
2021,Azerbaijan Grand Prix,Latifi,Williams,16,0.0
2021,Azerbaijan Grand Prix,Russell,Williams,17,0.0
2021,Azerbaijan Grand Prix,Verstappen,Red Bull,18,0.0
2021,Azerbaijan Grand Prix,Stroll,Aston Martin,19,0.0
2021,Azerbaijan Grand Prix,Ocon,Alpine F1 Team,20,0.0
2021,Bahrain Grand Prix,Hamilton,Mercedes,1,25.0
2021,Bahrain Grand Prix,Verstappen,Red Bull,2,18.0
2021,Bahrain Grand Prix,Bottas,Mercedes,3,16.0
2021,Bahrain Grand Prix,Norris,McLaren,4,12.0
2021,Bahrain Grand Prix,Pérez,Red Bull,5,10.0
2021,Bahrain Grand Prix,Leclerc,Ferrari,6,8.0
2021,Bahrain Grand Prix,Ricciardo,McLaren,7,6.0
2021,Bahrain Grand Prix,Sainz,Ferrari,8,4.0
2021,Bahrain Grand Prix,Tsunoda,AlphaTauri,9,2.0
2021,Bahrain Grand Prix,Stroll,Aston Martin,10,1.0
2021,Bahrain Grand Prix,Räikkönen,Alfa Romeo,11,0.0
2021,Bahrain Grand Prix,Giovinazzi,Alfa Romeo,12,0.0
2021,Bahrain Grand Prix,Ocon,Alpine F1 Team,13,0.0
2021,Bahrain Grand Prix,Russell,Williams,14,0.0
2021,Bahrain Grand Prix,Vettel,Aston Martin,15,0.0
2021,Bahrain Grand Prix,Schumacher,Haas F1 Team,16,0.0
2021,Bahrain Grand Prix,Gasly,AlphaTauri,17,0.0
2021,Bahrain Grand Prix,Latifi,Williams,18,0.0
2021,Bahrain Grand Prix,Alonso,Alpine F1 Team,19,0.0
2021,Bahrain Grand Prix,Mazepin,Haas F1 Team,20,0.0
2021,Belgian Grand Prix,Verstappen,Red Bull,1,12.5
2021,Belgian Grand Prix,Russell,Williams,2,9.0
2021,Belgian Grand Prix,Hamilton,Mercedes,3,7.5
2021,Belgian Grand Prix,Ricciardo,McLaren,4,6.0
2021,Belgian Grand Prix,Vettel,Aston Martin,5,5.0
2021,Belgian Grand Prix,Gasly,AlphaTauri,6,4.0
2021,Belgian Grand Prix,Ocon,Alpine F1 Team,7,3.0
2021,Belgian Grand Prix,Leclerc,Ferrari,8,2.0
2021,Belgian Grand Prix,Latifi,Williams,9,1.0
2021,Belgian Grand Prix,Sainz,Ferrari,10,0.5
2021,Belgian Grand Prix,Alonso,Alpine F1 Team,11,0.0
2021,Belgian Grand Prix,Bottas,Mercedes,12,0.0
2021,Belgian Grand Prix,Giovinazzi,Alfa Romeo,13,0.0
2021,Belgian Grand Prix,Norris,McLaren,14,0.0
2021,Belgian Grand Prix,Tsunoda,AlphaTauri,15,0.0
2021,Belgian Grand Prix,Schumacher,Haas F1 Team,16,0.0
2021,Belgian Grand Prix,Mazepin,Haas F1 Team,17,0.0
2021,Belgian Grand Prix,Räikkönen,Alfa Romeo,18,0.0
2021,Belgian Grand Prix,Pérez,Red Bull,19,0.0
2021,Belgian Grand Prix,Stroll,Aston Martin,20,0.0
2021,British Grand Prix,Hamilton,Mercedes,1,25.0
2021,British Grand Prix,Leclerc,Ferrari,2,18.0
2021,British Grand Prix,Bottas,Mercedes,3,15.0
2021,British Grand Prix,Norris,McLaren,4,12.0
2021,British Grand Prix,Ricciardo,McLaren,5,10.0
2021,British Grand Prix,Sainz,Ferrari,6,8.0
2021,British Grand Prix,Alonso,Alpine F1 Team,7,6.0
2021,British Grand Prix,Stroll,Aston Martin,8,4.0
2021,British Grand Prix,Ocon,Alpine F1 Team,9,2.0
2021,British Grand Prix,Tsunoda,AlphaTauri,10,1.0
2021,British Grand Prix,Gasly,AlphaTauri,11,0.0
2021,British Grand Prix,Russell,Williams,12,0.0
2021,British Grand Prix,Giovinazzi,Alfa Romeo,13,0.0
2021,British Grand Prix,Latifi,Williams,14,0.0
2021,British Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2021,British Grand Prix,Pérez,Red Bull,16,0.0
2021,British Grand Prix,Mazepin,Haas F1 Team,17,0.0
2021,British Grand Prix,Schumacher,Haas F1 Team,18,0.0
2021,British Grand Prix,Vettel,Aston Martin,19,0.0
2021,British Grand Prix,Verstappen,Red Bull,20,0.0
2021,Dutch Grand Prix,Verstappen,Red Bull,1,25.0
2021,Dutch Grand Prix,Hamilton,Mercedes,2,19.0
2021,Dutch Grand Prix,Bottas,Mercedes,3,15.0
2021,Dutch Grand Prix,Gasly,AlphaTauri,4,12.0
2021,Dutch Grand Prix,Leclerc,Ferrari,5,10.0
2021,Dutch Grand Prix,Alonso,Alpine F1 Team,6,8.0
2021,Dutch Grand Prix,Sainz,Ferrari,7,6.0
2021,Dutch Grand Prix,Pérez,Red Bull,8,4.0
2021,Dutch Grand Prix,Ocon,Alpine F1 Team,9,2.0
2021,Dutch Grand Prix,Norris,McLaren,10,1.0
2021,Dutch Grand Prix,Ricciardo,McLaren,11,0.0
2021,Dutch Grand Prix,Stroll,Aston Martin,12,0.0
2021,Dutch Grand Prix,Vettel,Aston Martin,13,0.0
2021,Dutch Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2021,Dutch Grand Prix,Kubica,Alfa Romeo,15,0.0
2021,Dutch Grand Prix,Latifi,Williams,16,0.0
2021,Dutch Grand Prix,Russell,Williams,17,0.0
2021,Dutch Grand Prix,Schumacher,Haas F1 Team,18,0.0
2021,Dutch Grand Prix,Tsunoda,AlphaTauri,19,0.0
2021,Dutch Grand Prix,Mazepin,Haas F1 Team,20,0.0
2021,Emilia Romagna Grand Prix,Verstappen,Red Bull,1,25.0
2021,Emilia Romagna Grand Prix,Hamilton,Mercedes,2,19.0
2021,Emilia Romagna Grand Prix,Norris,McLaren,3,15.0
2021,Emilia Romagna Grand Prix,Leclerc,Ferrari,4,12.0
2021,Emilia Romagna Grand Prix,Sainz,Ferrari,5,10.0
2021,Emilia Romagna Grand Prix,Ricciardo,McLaren,6,8.0
2021,Emilia Romagna Grand Prix,Gasly,AlphaTauri,7,6.0
2021,Emilia Romagna Grand Prix,Stroll,Aston Martin,8,4.0
2021,Emilia Romagna Grand Prix,Ocon,Alpine F1 Team,9,2.0
2021,Emilia Romagna Grand Prix,Alonso,Alpine F1 Team,10,1.0
2021,Emilia Romagna Grand Prix,Pérez,Red Bull,11,0.0
2021,Emilia Romagna Grand Prix,Tsunoda,AlphaTauri,12,0.0
2021,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,13,0.0
2021,Emilia Romagna Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2021,Emilia Romagna Grand Prix,Vettel,Aston Martin,15,0.0
2021,Emilia Romagna Grand Prix,Schumacher,Haas F1 Team,16,0.0
2021,Emilia Romagna Grand Prix,Mazepin,Haas F1 Team,17,0.0
2021,Emilia Romagna Grand Prix,Bottas,Mercedes,18,0.0
2021,Emilia Romagna Grand Prix,Russell,Williams,19,0.0
2021,Emilia Romagna Grand Prix,Latifi,Williams,20,0.0
2021,French Grand Prix,Verstappen,Red Bull,1,26.0
2021,French Grand Prix,Hamilton,Mercedes,2,18.0
2021,French Grand Prix,Pérez,Red Bull,3,15.0
2021,French Grand Prix,Bottas,Mercedes,4,12.0
2021,French Grand Prix,Norris,McLaren,5,10.0
2021,French Grand Prix,Ricciardo,McLaren,6,8.0
2021,French Grand Prix,Gasly,AlphaTauri,7,6.0
2021,French Grand Prix,Alonso,Alpine F1 Team,8,4.0
2021,French Grand Prix,Vettel,Aston Martin,9,2.0
2021,French Grand Prix,Stroll,Aston Martin,10,1.0
2021,French Grand Prix,Sainz,Ferrari,11,0.0
2021,French Grand Prix,Russell,Williams,12,0.0
2021,French Grand Prix,Tsunoda,AlphaTauri,13,0.0
2021,French Grand Prix,Ocon,Alpine F1 Team,14,0.0
2021,French Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2021,French Grand Prix,Leclerc,Ferrari,16,0.0
2021,French Grand Prix,Räikkönen,Alfa Romeo,17,0.0
2021,French Grand Prix,Latifi,Williams,18,0.0
2021,French Grand Prix,Schumacher,Haas F1 Team,19,0.0
2021,French Grand Prix,Mazepin,Haas F1 Team,20,0.0
2021,Hungarian Grand Prix,Ocon,Alpine F1 Team,1,25.0
2021,Hungarian Grand Prix,Hamilton,Mercedes,2,18.0
2021,Hungarian Grand Prix,Sainz,Ferrari,3,15.0
2021,Hungarian Grand Prix,Alonso,Alpine F1 Team,4,12.0
2021,Hungarian Grand Prix,Gasly,AlphaTauri,5,11.0
2021,Hungarian Grand Prix,Tsunoda,AlphaTauri,6,8.0
2021,Hungarian Grand Prix,Latifi,Williams,7,6.0
2021,Hungarian Grand Prix,Russell,Williams,8,4.0
2021,Hungarian Grand Prix,Verstappen,Red Bull,9,2.0
2021,Hungarian Grand Prix,Räikkönen,Alfa Romeo,10,1.0
2021,Hungarian Grand Prix,Ricciardo,McLaren,11,0.0
2021,Hungarian Grand Prix,Schumacher,Haas F1 Team,12,0.0
