Year,Race,Driver,Constructor,Position,Points
2019,Bahrain Grand Prix,Norris,McLaren,6,8.0
2019,Bahrain Grand Prix,Räikkönen,Alfa Romeo,7,6.0
2019,Bahrain Grand Prix,Gasly,Red Bull,8,4.0
2019,Bahrain Grand Prix,Albon,Toro Rosso,9,2.0
2019,Bahrain Grand Prix,Pérez,Racing Point,10,1.0
2019,Bahrain Grand Prix,Giovinazzi,Alfa Romeo,11,0.0
2019,Bahrain Grand Prix,Kvyat,Toro Rosso,12,0.0
2019,Bahrain Grand Prix,Magnussen,Haas F1 Team,13,0.0
2019,Bahrain Grand Prix,Stroll,Racing Point,14,0.0
2019,Bahrain Grand Prix,Russell,Williams,15,0.0
2019,Bahrain Grand Prix,Kubica,Williams,16,0.0
2019,Bahrain Grand Prix,Hülkenberg,Renault,17,0.0
2019,Bahrain Grand Prix,Ricciardo,Renault,18,0.0
2019,Bahrain Grand Prix,Sainz,McLaren,19,0.0
2019,Bahrain Grand Prix,Grosjean,Haas F1 Team,20,0.0
2019,Belgian Grand Prix,Leclerc,Ferrari,1,25.0
2019,Belgian Grand Prix,Hamilton,Mercedes,2,18.0
2019,Belgian Grand Prix,Bottas,Mercedes,3,15.0
2019,Belgian Grand Prix,Vettel,Ferrari,4,13.0
2019,Belgian Grand Prix,Albon,Red Bull,5,10.0
2019,Belgian Grand Prix,Pérez,Racing Point,6,8.0
2019,Belgian Grand Prix,Kvyat,Toro Rosso,7,6.0
2019,Belgian Grand Prix,Hülkenberg,Renault,8,4.0
2019,Belgian Grand Prix,Gasly,Toro Rosso,9,2.0
2019,Belgian Grand Prix,Stroll,Racing Point,10,1.0
2019,Belgian Grand Prix,Norris,McLaren,11,0.0
2019,Belgian Grand Prix,Magnussen,Haas F1 Team,12,0.0
2019,Belgian Grand Prix,Grosjean,Haas F1 Team,13,0.0
2019,Belgian Grand Prix,Ricciardo,Renault,14,0.0
2019,Belgian Grand Prix,Russell,Williams,15,0.0
2019,Belgian Grand Prix,Räikkönen,Alfa Romeo,16,0.0
2019,Belgian Grand Prix,Kubica,Williams,17,0.0
2019,Belgian Grand Prix,Giovinazzi,Alfa Romeo,18,0.0
2019,Belgian Grand Prix,Sainz,McLaren,19,0.0
2019,Belgian Grand Prix,Verstappen,Red Bull,20,0.0
2019,Brazilian Grand Prix,Verstappen,Red Bull,1,25.0
2019,Brazilian Grand Prix,Gasly,Toro Rosso,2,18.0
2019,Brazilian Grand Prix,Sainz,McLaren,3,15.0
2019,Brazilian Grand Prix,Räikkönen,Alfa Romeo,4,12.0
2019,Brazilian Grand Prix,Giovinazzi,Alfa Romeo,5,10.0
2019,Brazilian Grand Prix,Ricciardo,Renault,6,8.0
2019,Brazilian Grand Prix,Hamilton,Mercedes,7,6.0
2019,Brazilian Grand Prix,Norris,McLaren,8,4.0
2019,Brazilian Grand Prix,Pérez,Racing Point,9,2.0
2019,Brazilian Grand Prix,Kvyat,Toro Rosso,10,1.0
2019,Brazilian Grand Prix,Magnussen,Haas F1 Team,11,0.0
2019,Brazilian Grand Prix,Russell,Williams,12,0.0
2019,Brazilian Grand Prix,Grosjean,Haas F1 Team,13,0.0
2019,Brazilian Grand Prix,Albon,Red Bull,14,0.0
2019,Brazilian Grand Prix,Hülkenberg,Renault,15,0.0
2019,Brazilian Grand Prix,Kubica,Williams,16,0.0
2019,Brazilian Grand Prix,Vettel,Ferrari,17,0.0
2019,Brazilian Grand Prix,Leclerc,Ferrari,18,0.0
2019,Brazilian Grand Prix,Stroll,Racing Point,19,0.0
2019,Brazilian Grand Prix,Bottas,Mercedes,20,0.0
2019,British Grand Prix,Hamilton,Mercedes,1,26.0
2019,British Grand Prix,Bottas,Mercedes,2,18.0
2019,British Grand Prix,Leclerc,Ferrari,3,15.0
2019,British Grand Prix,Gasly,Red Bull,4,12.0
2019,British Grand Prix,Verstappen,Red Bull,5,10.0
2019,British Grand Prix,Sainz,McLaren,6,8.0
2019,British Grand Prix,Ricciardo,Renault,7,6.0
2019,British Grand Prix,Räikkönen,Alfa Romeo,8,4.0
2019,British Grand Prix,Kvyat,Toro Rosso,9,2.0
2019,British Grand Prix,Hülkenberg,Renault,10,1.0
2019,British Grand Prix,Norris,McLaren,11,0.0
2019,British Grand Prix,Albon,Toro Rosso,12,0.0
2019,British Grand Prix,Stroll,Racing Point,13,0.0
2019,British Grand Prix,Russell,Williams,14,0.0
2019,British Grand Prix,Kubica,Williams,15,0.0
2019,British Grand Prix,Vettel,Ferrari,16,0.0
2019,British Grand Prix,Pérez,Racing Point,17,0.0
2019,British Grand Prix,Giovinazzi,Alfa Romeo,18,0.0
2019,British Grand Prix,Grosjean,Haas F1 Team,19,0.0
2019,British Grand Prix,Magnussen,Haas F1 Team,20,0.0
2019,Canadian Grand Prix,Hamilton,Mercedes,1,25.0
2019,Canadian Grand Prix,Vettel,Ferrari,2,18.0
2019,Canadian Grand Prix,Leclerc,Ferrari,3,15.0
2019,Canadian Grand Prix,Bottas,Mercedes,4,13.0
2019,Canadian Grand Prix,Verstappen,Red Bull,5,10.0
2019,Canadian Grand Prix,Ricciardo,Renault,6,8.0
2019,Canadian Grand Prix,Hülkenberg,Renault,7,6.0
2019,Canadian Grand Prix,Gasly,Red Bull,8,4.0
2019,Canadian Grand Prix,Stroll,Racing Point,9,2.0
2019,Canadian Grand Prix,Kvyat,Toro Rosso,10,1.0
2019,Canadian Grand Prix,Sainz,McLaren,11,0.0
2019,Canadian Grand Prix,Pérez,Racing Point,12,0.0
2019,Canadian Grand Prix,Giovinazzi,Alfa Romeo,13,0.0
2019,Canadian Grand Prix,Grosjean,Haas F1 Team,14,0.0
2019,Canadian Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2019,Canadian Grand Prix,Russell,Williams,16,0.0
2019,Canadian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2019,Canadian Grand Prix,Kubica,Williams,18,0.0
2019,Canadian Grand Prix,Albon,Toro Rosso,19,0.0
2019,Canadian Grand Prix,Norris,McLaren,20,0.0
2019,Chinese Grand Prix,Hamilton,Mercedes,1,25.0
2019,Chinese Grand Prix,Bottas,Mercedes,2,18.0
2019,Chinese Grand Prix,Vettel,Ferrari,3,15.0
2019,Chinese Grand Prix,Verstappen,Red Bull,4,12.0
2019,Chinese Grand Prix,Leclerc,Ferrari,5,10.0
2019,Chinese Grand Prix,Gasly,Red Bull,6,9.0
2019,Chinese Grand Prix,Ricciardo,Renault,7,6.0
2019,Chinese Grand Prix,Pérez,Racing Point,8,4.0
2019,Chinese Grand Prix,Räikkönen,Alfa Romeo,9,2.0
2019,Chinese Grand Prix,Albon,Toro Rosso,10,1.0
2019,Chinese Grand Prix,Grosjean,Haas F1 Team,11,0.0
2019,Chinese Grand Prix,Stroll,Racing Point,12,0.0
2019,Chinese Grand Prix,Magnussen,Haas F1 Team,13,0.0
2019,Chinese Grand Prix,Sainz,McLaren,14,0.0
2019,Chinese Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2019,Chinese Grand Prix,Russell,Williams,16,0.0
2019,Chinese Grand Prix,Kubica,Williams,17,0.0
2019,Chinese Grand Prix,Norris,McLaren,18,0.0
2019,Chinese Grand Prix,Kvyat,Toro Rosso,19,0.0
2019,Chinese Grand Prix,Hülkenberg,Renault,20,0.0
2019,French Grand Prix,Hamilton,Mercedes,1,25.0
2019,French Grand Prix,Bottas,Mercedes,2,18.0
2019,French Grand Prix,Leclerc,Ferrari,3,15.0
2019,French Grand Prix,Verstappen,Red Bull,4,12.0
2019,French Grand Prix,Vettel,Ferrari,5,11.0
2019,French Grand Prix,Sainz,McLaren,6,8.0
2019,French Grand Prix,Räikkönen,Alfa Romeo,7,6.0
2019,French Grand Prix,Hülkenberg,Renault,8,4.0
2019,French Grand Prix,Norris,McLaren,9,2.0
2019,French Grand Prix,Gasly,Red Bull,10,1.0
2019,French Grand Prix,Ricciardo,Renault,11,0.0
2019,French Grand Prix,Pérez,Racing Point,12,0.0
2019,French Grand Prix,Stroll,Racing Point,13,0.0
2019,French Grand Prix,Kvyat,Toro Rosso,14,0.0
2019,French Grand Prix,Albon,Toro Rosso,15,0.0
2019,French Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2019,French Grand Prix,Magnussen,Haas F1 Team,17,0.0
2019,French Grand Prix,Kubica,Williams,18,0.0
2019,French Grand Prix,Russell,Williams,19,0.0
2019,French Grand Prix,Grosjean,Haas F1 Team,20,0.0
2019,German Grand Prix,Verstappen,Red Bull,1,26.0
2019,German Grand Prix,Vettel,Ferrari,2,18.0
2019,German Grand Prix,Kvyat,Toro Rosso,3,15.0
2019,German Grand Prix,Stroll,Racing Point,4,12.0
2019,German Grand Prix,Sainz,McLaren,5,10.0
2019,German Grand Prix,Albon,Toro Rosso,6,8.0
2019,German Grand Prix,Grosjean,Haas F1 Team,7,6.0
2019,German Grand Prix,Magnussen,Haas F1 Team,8,4.0
2019,German Grand Prix,Hamilton,Mercedes,9,2.0
2019,German Grand Prix,Kubica,Williams,10,1.0
2019,German Grand Prix,Russell,Williams,11,0.0
2019,German Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2019,German Grand Prix,Giovinazzi,Alfa Romeo,13,0.0
2019,German Grand Prix,Gasly,Red Bull,14,0.0
2019,German Grand Prix,Bottas,Mercedes,15,0.0
2019,German Grand Prix,Hülkenberg,Renault,16,0.0
2019,German Grand Prix,Leclerc,Ferrari,17,0.0
2019,German Grand Prix,Norris,McLaren,18,0.0
2019,German Grand Prix,Ricciardo,Renault,19,0.0
2019,German Grand Prix,Pérez,Racing Point,20,0.0
2019,Hungarian Grand Prix,Hamilton,Mercedes,1,25.0
2019,Hungarian Grand Prix,Verstappen,Red Bull,2,19.0
2019,Hungarian Grand Prix,Vettel,Ferrari,3,15.0
2019,Hungarian Grand Prix,Leclerc,Ferrari,4,12.0
2019,Hungarian Grand Prix,Sainz,McLaren,5,10.0
2019,Hungarian Grand Prix,Gasly,Red Bull,6,8.0
2019,Hungarian Grand Prix,Räikkönen,Alfa Romeo,7,6.0
2019,Hungarian Grand Prix,Bottas,Mercedes,8,4.0
2019,Hungarian Grand Prix,Norris,McLaren,9,2.0
2019,Hungarian Grand Prix,Albon,Toro Rosso,10,1.0
2019,Hungarian Grand Prix,Pérez,Racing Point,11,0.0
2019,Hungarian Grand Prix,Hülkenberg,Renault,12,0.0
2019,Hungarian Grand Prix,Magnussen,Haas F1 Team,13,0.0
2019,Hungarian Grand Prix,Ricciardo,Renault,14,0.0
2019,Hungarian Grand Prix,Kvyat,Toro Rosso,15,0.0
2019,Hungarian Grand Prix,Russell,Williams,16,0.0
2019,Hungarian Grand Prix,Stroll,Racing Point,17,0.0
2019,Hungarian Grand Prix,Giovinazzi,Alfa Romeo,18,0.0
2019,Hungarian Grand Prix,Kubica,Williams,19,0.0
2019,Hungarian Grand Prix,Grosjean,Haas F1 Team,20,0.0
2019,Italian Grand Prix,Leclerc,Ferrari,1,25.0
2019,Italian Grand Prix,Bottas,Mercedes,2,18.0
2019,Italian Grand Prix,Hamilton,Mercedes,3,16.0
2019,Italian Grand Prix,Ricciardo,Renault,4,12.0
2019,Italian Grand Prix,Hülkenberg,Renault,5,10.0
2019,Italian Grand Prix,Albon,Red Bull,6,8.0
2019,Italian Grand Prix,Pérez,Racing Point,7,6.0
2019,Italian Grand Prix,Verstappen,Red Bull,8,4.0
2019,Italian Grand Prix,Giovinazzi,Alfa Romeo,9,2.0
2019,Italian Grand Prix,Norris,McLaren,10,1.0
2019,Italian Grand Prix,Gasly,Toro Rosso,11,0.0
2019,Italian Grand Prix,Stroll,Racing Point,12,0.0
2019,Italian Grand Prix,Vettel,Ferrari,13,0.0
2019,Italian Grand Prix,Russell,Williams,14,0.0
2019,Italian Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2019,Italian Grand Prix,Grosjean,Haas F1 Team,16,0.0
2019,Italian Grand Prix,Kubica,Williams,17,0.0
2019,Italian Grand Prix,Magnussen,Haas F1 Team,18,0.0
2019,Italian Grand Prix,Kvyat,Toro Rosso,19,0.0
2019,Italian Grand Prix,Sainz,McLaren,20,0.0
2019,Japanese Grand Prix,Bottas,Mercedes,1,25.0
2019,Japanese Grand Prix,Vettel,Ferrari,2,18.0
2019,Japanese Grand Prix,Hamilton,Mercedes,3,16.0
2019,Japanese Grand Prix,Albon,Red Bull,4,12.0
2019,Japanese Grand Prix,Sainz,McLaren,5,10.0
2019,Japanese Grand Prix,Leclerc,Ferrari,6,8.0
2019,Japanese Grand Prix,Gasly,Toro Rosso,7,6.0
2019,Japanese Grand Prix,Pérez,Racing Point,8,4.0
2019,Japanese Grand Prix,Stroll,Racing Point,9,2.0
2019,Japanese Grand Prix,Kvyat,Toro Rosso,10,1.0
2019,Japanese Grand Prix,Norris,McLaren,11,0.0
2019,Japanese Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2019,Japanese Grand Prix,Grosjean,Haas F1 Team,13,0.0
2019,Japanese Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2019,Japanese Grand Prix,Magnussen,Haas F1 Team,15,0.0
2019,Japanese Grand Prix,Russell,Williams,16,0.0
2019,Japanese Grand Prix,Kubica,Williams,17,0.0
2019,Japanese Grand Prix,Verstappen,Red Bull,18,0.0
2019,Japanese Grand Prix,Ricciardo,Renault,19,0.0
2019,Japanese Grand Prix,Hülkenberg,Renault,20,0.0
2019,Mexican Grand Prix,Hamilton,Mercedes,1,25.0
2019,Mexican Grand Prix,Vettel,Ferrari,2,18.0
2019,Mexican Grand Prix,Bottas,Mercedes,3,15.0
2019,Mexican Grand Prix,Leclerc,Ferrari,4,13.0
2019,Mexican Grand Prix,Albon,Red Bull,5,10.0
2019,Mexican Grand Prix,Verstappen,Red Bull,6,8.0
2019,Mexican Grand Prix,Pérez,Racing Point,7,6.0
2019,Mexican Grand Prix,Ricciardo,Renault,8,4.0
2019,Mexican Grand Prix,Gasly,Toro Rosso,9,2.0
2019,Mexican Grand Prix,Hülkenberg,Renault,10,1.0
2019,Mexican Grand Prix,Kvyat,Toro Rosso,11,0.0
2019,Mexican Grand Prix,Stroll,Racing Point,12,0.0
2019,Mexican Grand Prix,Sainz,McLaren,13,0.0
2019,Mexican Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2019,Mexican Grand Prix,Magnussen,Haas F1 Team,15,0.0
2019,Mexican Grand Prix,Russell,Williams,16,0.0
2019,Mexican Grand Prix,Grosjean,Haas F1 Team,17,0.0
2019,Mexican Grand Prix,Kubica,Williams,18,0.0
2019,Mexican Grand Prix,Räikkönen,Alfa Romeo,19,0.0
2019,Mexican Grand Prix,Norris,McLaren,20,0.0
2019,Monaco Grand Prix,Hamilton,Mercedes,1,25.0
2019,Monaco Grand Prix,Vettel,Ferrari,2,18.0
2019,Monaco Grand Prix,Bottas,Mercedes,3,15.0
2019,Monaco Grand Prix,Verstappen,Red Bull,4,12.0
2019,Monaco Grand Prix,Gasly,Red Bull,5,11.0
2019,Monaco Grand Prix,Sainz,McLaren,6,8.0
2019,Monaco Grand Prix,Kvyat,Toro Rosso,7,6.0
2019,Monaco Grand Prix,Albon,Toro Rosso,8,4.0
2019,Monaco Grand Prix,Ricciardo,Renault,9,2.0
2019,Monaco Grand Prix,Grosjean,Haas F1 Team,10,1.0
2019,Monaco Grand Prix,Norris,McLaren,11,0.0
2019,Monaco Grand Prix,Magnussen,Haas F1 Team,14,0.0
2019,Monaco Grand Prix,Pérez,Racing Point,12,0.0
2019,Monaco Grand Prix,Hülkenberg,Renault,13,0.0
2019,Monaco Grand Prix,Russell,Williams,15,0.0
2019,Monaco Grand Prix,Stroll,Racing Point,16,0.0
2019,Monaco Grand Prix,Räikkönen,Alfa Romeo,17,0.0
2019,Monaco Grand Prix,Kubica,Williams,18,0.0
2019,Monaco Grand Prix,Giovinazzi,Alfa Romeo,19,0.0
2019,Monaco Grand Prix,Leclerc,Ferrari,20,0.0
2019,Russian Grand Prix,Hamilton,Mercedes,1,26.0
2019,Russian Grand Prix,Bottas,Mercedes,2,18.0
2019,Russian Grand Prix,Leclerc,Ferrari,3,15.0
2019,Russian Grand Prix,Verstappen,Red Bull,4,12.0
2019,Russian Grand Prix,Albon,Red Bull,5,10.0
2019,Russian Grand Prix,Sainz,McLaren,6,8.0
2019,Russian Grand Prix,Pérez,Racing Point,7,6.0
2019,Russian Grand Prix,Norris,McLaren,8,4.0
2019,Russian Grand Prix,Magnussen,Haas F1 Team,9,2.0
2019,Russian Grand Prix,Hülkenberg,Renault,10,1.0
2019,Russian Grand Prix,Stroll,Racing Point,11,0.0
2019,Russian Grand Prix,Kvyat,Toro Rosso,12,0.0
2019,Russian Grand Prix,Räikkönen,Alfa Romeo,13,0.0
2019,Russian Grand Prix,Gasly,Toro Rosso,14,0.0
2019,Russian Grand Prix,Giovinazzi,Alfa Romeo,15,0.0
2019,Russian Grand Prix,Kubica,Williams,16,0.0
2019,Russian Grand Prix,Russell,Williams,17,0.0
2019,Russian Grand Prix,Vettel,Ferrari,18,0.0
2019,Russian Grand Prix,Ricciardo,Renault,19,0.0
2019,Russian Grand Prix,Grosjean,Haas F1 Team,20,0.0
2019,Singapore Grand Prix,Vettel,Ferrari,1,25.0
2019,Singapore Grand Prix,Leclerc,Ferrari,2,18.0
2019,Singapore Grand Prix,Verstappen,Red Bull,3,15.0
2019,Singapore Grand Prix,Hamilton,Mercedes,4,12.0
2019,Singapore Grand Prix,Bottas,Mercedes,5,10.0
2019,Singapore Grand Prix,Albon,Red Bull,6,8.0
2019,Singapore Grand Prix,Norris,McLaren,7,6.0
2019,Singapore Grand Prix,Gasly,Toro Rosso,8,4.0
2019,Singapore Grand Prix,Hülkenberg,Renault,9,2.0
2019,Singapore Grand Prix,Giovinazzi,Alfa Romeo,10,1.0
2019,Singapore Grand Prix,Grosjean,Haas F1 Team,11,0.0
2019,Singapore Grand Prix,Sainz,McLaren,12,0.0
2019,Singapore Grand Prix,Stroll,Racing Point,13,0.0
2019,Singapore Grand Prix,Ricciardo,Renault,14,0.0
2019,Singapore Grand Prix,Kvyat,Toro Rosso,15,0.0
2019,Singapore Grand Prix,Kubica,Williams,16,0.0
2019,Singapore Grand Prix,Magnussen,Haas F1 Team,17,0.0
2019,Singapore Grand Prix,Räikkönen,Alfa Romeo,18,0.0
2019,Singapore Grand Prix,Pérez,Racing Point,19,0.0
2019,Singapore Grand Prix,Russell,Williams,20,0.0
2019,Spanish Grand Prix,Hamilton,Mercedes,1,26.0
2019,Spanish Grand Prix,Bottas,Mercedes,2,18.0
2019,Spanish Grand Prix,Verstappen,Red Bull,3,15.0
2019,Spanish Grand Prix,Vettel,Ferrari,4,12.0
2019,Spanish Grand Prix,Leclerc,Ferrari,5,10.0
2019,Spanish Grand Prix,Gasly,Red Bull,6,8.0
2019,Spanish Grand Prix,Magnussen,Haas F1 Team,7,6.0
2019,Spanish Grand Prix,Sainz,McLaren,8,4.0
2019,Spanish Grand Prix,Kvyat,Toro Rosso,9,2.0
2019,Spanish Grand Prix,Grosjean,Haas F1 Team,10,1.0
2019,Spanish Grand Prix,Albon,Toro Rosso,11,0.0
2019,Spanish Grand Prix,Ricciardo,Renault,12,0.0
2019,Spanish Grand Prix,Hülkenberg,Renault,13,0.0
2019,Spanish Grand Prix,Räikkönen,Alfa Romeo,14,0.0
2019,Spanish Grand Prix,Pérez,Racing Point,15,0.0
2019,Spanish Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2019,Spanish Grand Prix,Russell,Williams,17,0.0
2019,Spanish Grand Prix,Kubica,Williams,18,0.0
2019,Spanish Grand Prix,Stroll,Racing Point,19,0.0
2019,Spanish Grand Prix,Norris,McLaren,20,0.0
2019,United States Grand Prix,Bottas,Mercedes,1,25.0
2019,United States Grand Prix,Hamilton,Mercedes,2,18.0
2019,United States Grand Prix,Verstappen,Red Bull,3,15.0
2019,United States Grand Prix,Leclerc,Ferrari,4,13.0
2019,United States Grand Prix,Albon,Red Bull,5,10.0
2019,United States Grand Prix,Ricciardo,Renault,6,8.0
2019,United States Grand Prix,Norris,McLaren,7,6.0
2019,United States Grand Prix,Sainz,McLaren,8,4.0
2019,United States Grand Prix,Hülkenberg,Renault,9,2.0
2019,United States Grand Prix,Pérez,Racing Point,10,1.0
2019,United States Grand Prix,Räikkönen,Alfa Romeo,11,0.0
2019,United States Grand Prix,Kvyat,Toro Rosso,12,0.0
2019,United States Grand Prix,Stroll,Racing Point,13,0.0
2019,United States Grand Prix,Giovinazzi,Alfa Romeo,14,0.0
2019,United States Grand Prix,Grosjean,Haas F1 Team,15,0.0
2019,United States Grand Prix,Gasly,Toro Rosso,16,0.0
2019,United States Grand Prix,Russell,Williams,17,0.0
2019,United States Grand Prix,Magnussen,Haas F1 Team,18,0.0
2019,United States Grand Prix,Kubica,Williams,19,0.0
2019,United States Grand Prix,Vettel,Ferrari,20,0.0
2020,70th Anniversary Grand Prix,Verstappen,Red Bull,1,25.0
2020,70th Anniversary Grand Prix,Hamilton,Mercedes,2,19.0
2020,70th Anniversary Grand Prix,Bottas,Mercedes,3,15.0
2020,70th Anniversary Grand Prix,Leclerc,Ferrari,4,12.0
2020,70th Anniversary Grand Prix,Albon,Red Bull,5,10.0
2020,70th Anniversary Grand Prix,Stroll,Racing Point,6,8.0
2020,70th Anniversary Grand Prix,Hülkenberg,Racing Point,7,6.0
2020,70th Anniversary Grand Prix,Ocon,Renault,8,4.0
2020,70th Anniversary Grand Prix,Norris,McLaren,9,2.0
2020,70th Anniversary Grand Prix,Kvyat,AlphaTauri,10,1.0
2020,70th Anniversary Grand Prix,Gasly,AlphaTauri,11,0.0
2020,70th Anniversary Grand Prix,Vettel,Ferrari,12,0.0
2020,70th Anniversary Grand Prix,Sainz,McLaren,13,0.0
2020,70th Anniversary Grand Prix,Ricciardo,Renault,14,0.0
2020,70th Anniversary Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2020,70th Anniversary Grand Prix,Grosjean,Haas F1 Team,16,0.0
2020,70th Anniversary Grand Prix,Giovinazzi,Alfa Romeo,17,0.0
2020,70th Anniversary Grand Prix,Russell,Williams,18,0.0
2020,70th Anniversary Grand Prix,Latifi,Williams,19,0.0
2020,70th Anniversary Grand Prix,Magnussen,Haas F1 Team,20,0.0
2020,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,25.0
2020,Abu Dhabi Grand Prix,Bottas,Mercedes,2,18.0
2020,Abu Dhabi Grand Prix,Hamilton,Mercedes,3,15.0
2020,Abu Dhabi Grand Prix,Albon,Red Bull,4,12.0
2020,Abu Dhabi Grand Prix,Norris,McLaren,5,10.0
2020,Abu Dhabi Grand Prix,Sainz,McLaren,6,8.0
2020,Abu Dhabi Grand Prix,Ricciardo,Renault,7,7.0
2020,Abu Dhabi Grand Prix,Gasly,AlphaTauri,8,4.0
2020,Abu Dhabi Grand Prix,Ocon,Renault,9,2.0
2020,Abu Dhabi Grand Prix,Stroll,Racing Point,10,1.0
2020,Abu Dhabi Grand Prix,Kvyat,AlphaTauri,11,0.0
2020,Abu Dhabi Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2020,Abu Dhabi Grand Prix,Leclerc,Ferrari,13,0.0
2020,Abu Dhabi Grand Prix,Vettel,Ferrari,14,0.0
2020,Abu Dhabi Grand Prix,Russell,Williams,15,0.0
2020,Abu Dhabi Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2020,Abu Dhabi Grand Prix,Latifi,Williams,17,0.0
2020,Abu Dhabi Grand Prix,Magnussen,Haas F1 Team,18,0.0
2020,Abu Dhabi Grand Prix,Fittipaldi,Haas F1 Team,19,0.0
2020,Abu Dhabi Grand Prix,Pérez,Racing Point,20,0.0
2020,Austrian Grand Prix,Bottas,Mercedes,1,25.0
2020,Austrian Grand Prix,Leclerc,Ferrari,2,18.0
2020,Austrian Grand Prix,Norris,McLaren,3,16.0
2020,Austrian Grand Prix,Hamilton,Mercedes,4,12.0
2020,Austrian Grand Prix,Sainz,McLaren,5,10.0
2020,Austrian Grand Prix,Pérez,Racing Point,6,8.0
2020,Austrian Grand Prix,Gasly,AlphaTauri,7,6.0
2020,Austrian Grand Prix,Ocon,Renault,8,4.0
2020,Austrian Grand Prix,Giovinazzi,Alfa Romeo,9,2.0
2020,Austrian Grand Prix,Vettel,Ferrari,10,1.0
2020,Austrian Grand Prix,Latifi,Williams,11,0.0
2020,Austrian Grand Prix,Kvyat,AlphaTauri,12,0.0
2020,Austrian Grand Prix,Albon,Red Bull,13,0.0
2020,Austrian Grand Prix,Räikkönen,Alfa Romeo,14,0.0
2020,Austrian Grand Prix,Russell,Williams,15,0.0
2020,Austrian Grand Prix,Grosjean,Haas F1 Team,16,0.0
2020,Austrian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2020,Austrian Grand Prix,Stroll,Racing Point,18,0.0
2020,Austrian Grand Prix,Ricciardo,Renault,19,0.0
2020,Austrian Grand Prix,Verstappen,Red Bull,20,0.0
2020,Bahrain Grand Prix,Hamilton,Mercedes,1,25.0
2020,Bahrain Grand Prix,Verstappen,Red Bull,2,19.0
2020,Bahrain Grand Prix,Albon,Red Bull,3,15.0
2020,Bahrain Grand Prix,Norris,McLaren,4,12.0
2020,Bahrain Grand Prix,Sainz,McLaren,5,10.0
2020,Bahrain Grand Prix,Gasly,AlphaTauri,6,8.0
2020,Bahrain Grand Prix,Ricciardo,Renault,7,6.0
2020,Bahrain Grand Prix,Bottas,Mercedes,8,4.0
2020,Bahrain Grand Prix,Ocon,Renault,9,2.0
2020,Bahrain Grand Prix,Leclerc,Ferrari,10,1.0
2020,Bahrain Grand Prix,Kvyat,AlphaTauri,11,0.0
2020,Bahrain Grand Prix,Russell,Williams,12,0.0
2020,Bahrain Grand Prix,Vettel,Ferrari,13,0.0
2020,Bahrain Grand Prix,Latifi,Williams,14,0.0
2020,Bahrain Grand Prix,Räikkönen,Alfa Romeo,15,0.0
2020,Bahrain Grand Prix,Giovinazzi,Alfa Romeo,16,0.0
2020,Bahrain Grand Prix,Magnussen,Haas F1 Team,17,0.0
2020,Bahrain Grand Prix,Pérez,Racing Point,18,0.0
2020,Bahrain Grand Prix,Stroll,Racing Point,19,0.0
2020,Bahrain Grand Prix,Grosjean,Haas F1 Team,20,0.0
2020,Belgian Grand Prix,Hamilton,Mercedes,1,25.0
2020,Belgian Grand Prix,Bottas,Mercedes,2,18.0
2020,Belgian Grand Prix,Verstappen,Red Bull,3,15.0
2020,Belgian Grand Prix,Ricciardo,Renault,4,13.0
2020,Belgian Grand Prix,Ocon,Renault,5,10.0
2020,Belgian Grand Prix,Albon,Red Bull,6,8.0
2020,Belgian Grand Prix,Norris,McLaren,7,6.0
2020,Belgian Grand Prix,Gasly,AlphaTauri,8,4.0
2020,Belgian Grand Prix,Stroll,Racing Point,9,2.0
2020,Belgian Grand Prix,Pérez,Racing Point,10,1.0
2020,Belgian Grand Prix,Kvyat,AlphaTauri,11,0.0
2020,Belgian Grand Prix,Räikkönen,Alfa Romeo,12,0.0
2020,Belgian Grand Prix,Vettel,Ferrari,13,0.0
2020,Belgian Grand Prix,Leclerc,Ferrari,14,0.0
2020,Belgian Grand Prix,Grosjean,Haas F1 Team,15,0.0
2020,Belgian Grand Prix,Latifi,Williams,16,0.0
2020,Belgian Grand Prix,Magnussen,Haas F1 Team,17,0.0
2020,Belgian Grand Prix,Giovinazzi,Alfa Romeo,18,0.0
2020,Belgian Grand Prix,Russell,Williams,19,0.0
2020,Belgian Grand Prix,Sainz,McLaren,20,0.0
2020,British Grand Prix,Hamilton,Mercedes,1,25.0
2020,British Grand Prix,Verstappen,Red Bull,2,19.0
2020,British Grand Prix,Leclerc,Ferrari,3,15.0
2020,British Grand Prix,Ricciardo,Renault,4,12.0
